,Date,Open,High,Low,Volume,Close
0,2020-06-01,1249.0,1279.199951171875,1238.0,6943576,1248.4000244140625
1,2020-06-02,1323.0,1353.25,1298.050048828125,17320030,1342.9000244140625
2,2020-06-03,1364.0,1428.199951171875,1342.199951171875,12344415,1386.550048828125
3,2020-06-04,1380.050048828125,1380.050048828125,1330.3499755859375,6004144,1334.4000244140625
4,2020-06-05,1344.0,1358.0,1321.0,5688117,1337.800048828125
5,2020-06-08,1355.0,1365.0,1315.5,5302297,1336.75
6,2020-06-09,1341.949951171875,1360.0,1299.0999755859375,5477333,1304.1500244140625
7,2020-06-10,1304.5,1344.300048828125,1303.5999755859375,4876360,1332.25
8,2020-06-11,1334.0,1334.4000244140625,1289.199951171875,4376813,1298.699951171875
9,2020-06-12,1240.0,1289.699951171875,1231.5999755859375,8992424,1279.800048828125
10,2020-06-15,1270.0,1271.1500244140625,1237.199951171875,7553579,1248.9000244140625
11,2020-06-16,1276.0,1295.800048828125,1238.0999755859375,5266292,1276.800048828125
12,2020-06-17,1269.449951171875,1284.949951171875,1236.5999755859375,5429264,1243.800048828125
13,2020-06-18,1240.0,1309.9000244140625,1228.3499755859375,6672522,1303.3499755859375
14,2020-06-19,1304.0,1315.75,1276.3499755859375,8492615,1302.5
15,2020-06-22,1309.800048828125,1385.0,1295.949951171875,7633867,1355.3499755859375
16,2020-06-23,1355.0,1395.699951171875,1350.050048828125,4669825,1389.9000244140625
17,2020-06-24,1392.0,1398.0,1336.949951171875,5332617,1343.9000244140625
18,2020-06-25,1337.0,1389.75,1325.0,9985038,1381.699951171875
19,2020-06-26,1380.0,1382.949951171875,1326.949951171875,6694196,1340.0999755859375
20,2020-06-29,1336.0999755859375,1366.9000244140625,1313.0,3819681,1355.6500244140625
21,2020-06-30,1364.9000244140625,1372.9000244140625,1345.050048828125,4777664,1360.449951171875
