,Date,Open,High,Low,Volume,Close
0,2020-06-01,556.9998126530178,559.6403548751264,548.181503630923,39287024,557.0496215820312
1,2020-06-02,560.9855188863407,570.2522302143607,554.1101835821644,31972728,556.10302734375
2,2020-06-03,565.9676206657185,566.2665350625764,547.2847106525456,29234914,549.6761474609375
3,2020-06-04,550.3238076255137,583.3054092704018,547.5836473785114,29454264,570.4017333984375
4,2020-06-05,581.9103709111874,587.8889021191791,565.4196011591633,47873027,582.2590942382812
5,2020-06-08,585.8960523820659,591.5756691348366,577.1275521968436,20429990,583.0562744140625
6,2020-06-09,577.9246692003029,589.5330080031865,563.6758490023377,14938972,565.768310546875
7,2020-06-10,568.9568702815066,573.9389794783674,561.0353044951453,19130270,565.07080078125
8,2020-06-11,567.9604468722591,571.746837688055,544.7438302424123,27290666,549.8753662109375
9,2020-06-12,538.067830210453,559.98911218199,538.067830210453,18870073,558.0958862304688
10,2020-06-15,554.0105771363219,561.7328468715854,547.0356238270517,13583898,548.7295532226562
11,2020-06-16,556.003419940002,557.298756246043,535.0785600497869,19072591,542.9503173828125
12,2020-06-17,544.8932598618371,563.4765515381195,539.0642164140099,20531273,561.4338989257812
13,2020-06-18,562.2310554348055,570.8501291713677,556.2027151207452,19329677,558.89306640625
14,2020-06-19,559.8894902664241,576.1311550826355,558.9926862291894,41152081,570.4515380859375
15,2020-06-22,573.7397321602087,585.8960918066249,568.3590902561269,12715764,578.970947265625
16,2020-06-23,578.9708919879346,582.5081773200423,572.2948535655449,9761566,576.7289428710938
17,2020-06-24,578.9211147811419,579.9175366654467,553.0141457892147,12387239,555.355712890625
18,2020-06-25,551.9180897611972,561.6830117759596,548.0320202003438,15588791,556.9998168945312
19,2020-06-26,557.9962433538229,564.3733676045722,555.1564653706029,11108837,558.3948364257812
20,2020-06-29,556.9001903518084,566.9142176741461,549.2277300252902,12920390,565.07080078125
21,2020-06-30,569.953290360337,574.9353995418085,555.4055558771453,12939125,557.8467407226562
