,Date,Open,High,Low,Volume,Close
0,2020-06-01,918.6876337546432,947.3768673282856,898.6051465100176,7617144,902.64111328125
1,2020-06-02,909.3027686507121,926.8080625926509,887.9560233333106,7325471,919.465576171875
2,2020-06-03,929.677005182432,946.1124956800164,928.753102789795,4651554,934.8799438476562
3,2020-06-04,934.636818926381,941.395819377124,903.0786517461787,5355931,905.1209716796875
4,2020-06-05,914.1654019828743,933.5185017892046,910.8588225304987,6071040,928.9962768554688
5,2020-06-08,952.5797847316301,967.6537884716406,922.9180354367708,9858804,934.9285888671875
6,2020-06-09,937.9920488470771,943.5840180340865,923.5988182894425,5117749,927.099853515625
7,2020-06-10,930.6981470859912,933.1294379613464,909.9835606995018,5175923,920.5353393554688
8,2020-06-11,918.0554535988832,925.8355845615856,902.6897068190838,3602957,904.8778686523438
9,2020-06-12,865.5395299476128,904.3429550894621,865.5395299476128,5411314,900.9391479492188
10,2020-06-15,896.4655527575629,903.9053265216972,869.526838195392,4982324,875.16748046875
11,2020-06-16,894.7150393613857,899.2858780644433,866.6579664897041,4661460,870.4507446289062
12,2020-06-17,868.1653860709257,875.021614692393,856.8841604252682,4681085,860.4824829101562
13,2020-06-18,851.9243489458715,875.2647420676763,849.9793161857212,5869802,872.0068359375
14,2020-06-19,877.2097102569708,890.7277106880401,870.4993239853235,5409996,873.51416015625
15,2020-06-22,880.1273327391579,890.8250130265951,871.3746852312546,6839642,882.510009765625
16,2020-06-23,884.9898581721069,943.3408378318062,884.0173418444452,14580218,941.0067749023438
17,2020-06-24,952.0935461269743,962.6939985245793,925.8356035882323,11985132,929.2880249023438
18,2020-06-25,923.7933346625509,938.2837931343677,910.5184623100944,7508087,917.18017578125
19,2020-06-26,928.7531193931246,949.273190748683,914.6516322400354,6554103,935.7552490234375
20,2020-06-29,923.8905071235705,929.8228329525529,904.4401806578112,4575801,910.8587646484375
21,2020-06-30,922.6262836426185,925.9814769599349,905.801762467208,3656480,917.715087890625
