,Date,Open,High,Low,Volume,Close
0,2020-06-01,524.1812158589674,540.0477848836745,522.7697596626964,4913055,529.096923828125
1,2020-06-02,529.145572339563,533.7692691414323,523.6945009275114,3878973,532.94189453125
2,2020-06-03,539.2690588549904,550.4632721705724,535.3754194408749,4942023,538.5390014648438
3,2020-06-04,542.1893221291194,569.4447997226838,540.8752425100345,10915145,566.6218872070312
4,2020-06-05,572.365016038505,577.7674290523419,559.7106874526197,6207096,564.4317016601562
5,2020-06-08,570.2234952390131,583.5105638523287,564.6750470462366,4791151,574.3118286132812
6,2020-06-09,578.2054387924744,589.2536165937385,569.4447503259217,5665593,570.6128540039062
7,2020-06-10,575.7719328102673,581.0283698248192,567.0112440608297,3438670,574.7985229492188
8,2020-06-11,575.2852319143918,575.2852319143918,549.7332228826612,3378322,556.6444091796875
9,2020-06-12,535.3754619311514,546.9590638723708,535.3754619311514,3603893,539.9505004882812
10,2020-06-15,542.1893094163302,545.5962440356428,528.9509586604623,3944724,534.2073364257812
11,2020-06-16,542.1406755805581,542.1406755805581,517.0267111214805,4262594,519.1195068359375
12,2020-06-17,516.8806889456674,530.5084283905626,514.34984681365,6139224,521.3096923828125
13,2020-06-18,520.8229565603646,525.6413474612041,516.8806583368507,2658663,521.650390625
14,2020-06-19,524.1812419139883,528.5129279403839,517.7567602069525,5570067,524.5219116210938
15,2020-06-22,527.4908624936503,538.5390413852855,523.9865511138478,4352621,533.9153442382812
16,2020-06-23,533.4285918693263,545.2068271584866,530.0703160417193,4438315,543.94140625
17,2020-06-24,543.9413858819036,550.9499483439882,539.6584183972325,3500477,546.0342407226562
18,2020-06-25,543.1627043105368,550.5605955147516,537.3709037351751,2386979,539.4151000976562
19,2020-06-26,540.7292311779149,559.6620667262661,537.906318537387,5288935,545.9369506835938
20,2020-06-29,544.0387817718437,544.0387817718437,524.8625960967047,3304988,527.1500854492188
21,2020-06-30,532.4551793730385,534.3046818231351,527.1500838935502,2356985,528.950927734375
