,Date,Open,High,Low,Volume,Close
0,2020-06-01,1997.050048828125,2226.39990234375,1997.050048828125,18915983,2160.85009765625
1,2020-06-02,2165.25,2375.0,2160.85009765625,23442470,2346.199951171875
2,2020-06-03,2417.0,2496.85009765625,2398.0,18705176,2411.89990234375
3,2020-06-04,2414.0,2453.64990234375,2276.800048828125,16315350,2313.050048828125
4,2020-06-05,2344.0,2409.0,2275.0,15850039,2390.35009765625
5,2020-06-08,2505.0,2547.699951171875,2475.550048828125,14992503,2507.25
6,2020-06-09,2535.0,2535.0,2415.300048828125,12373077,2443.60009765625
7,2020-06-10,2440.0,2470.0,2401.0,8961443,2435.64990234375
8,2020-06-11,2410.0,2459.0,2320.10009765625,10042767,2338.89990234375
9,2020-06-12,2200.0,2470.0,2199.0,16802457,2450.14990234375
10,2020-06-15,2420.0,2429.949951171875,2331.0,12070346,2351.39990234375
11,2020-06-16,2452.0,2455.39990234375,2285.0,12914351,2365.0
12,2020-06-17,2347.0,2425.0,2332.050048828125,9650279,2396.0
13,2020-06-18,2375.0,2541.699951171875,2373.0,12738268,2525.949951171875
14,2020-06-19,2562.0,2714.550048828125,2560.0,18603826,2698.60009765625
15,2020-06-22,2740.0,2863.60009765625,2728.0,13939326,2840.300048828125
16,2020-06-23,2899.949951171875,3109.25,2833.0,16186953,3025.5
17,2020-06-24,3125.0,3125.0,2911.0,20108807,2934.449951171875
18,2020-06-25,2878.050048828125,3046.0,2851.0,15982130,3005.35009765625
19,2020-06-26,3042.5,3058.800048828125,2872.050048828125,12572499,2903.5
20,2020-06-29,2834.0,2894.449951171875,2770.0,11613999,2857.949951171875
21,2020-06-30,2910.0,2936.64990234375,2816.0,9703057,2831.0
