,Date,Open,High,Low,Volume,Close
0,2020-06-01,129.3451983079127,136.30853353025097,128.844563186562,21204876,135.21624755859375
1,2020-06-02,135.76238714599114,135.76238714599114,130.16441271429608,16679738,130.52850341796875
2,2020-06-03,131.98490682823825,132.07593645758146,128.43497351059557,11560484,128.98110961914062
3,2020-06-04,128.3439353902072,129.80032602831747,126.84204382960702,6295232,127.6612548828125
4,2020-06-05,128.34392624374664,132.66756914912108,127.88880593791775,11872471,131.84835815429688
5,2020-06-08,134.7156184994775,135.5803443539036,131.7573363364822,11258686,133.5323028564453
6,2020-06-09,134.6701054612245,134.6701054612245,130.75606777005513,6957064,131.3477325439453
7,2020-06-10,131.07465885977695,131.7573393746716,127.61574147314315,8914993,128.07086181640625
8,2020-06-11,128.2074078276655,130.0733901466277,125.15809593467952,9259185,125.34014129638672
9,2020-06-12,121.15304184518392,123.38312876614252,120.78893723432756,8424817,122.56390380859375
10,2020-06-15,122.60941525590529,122.88249023425993,118.78640722645127,8217803,120.2427978515625
11,2020-06-16,122.4273712147672,122.88249155385556,117.92168263562661,7130557,119.37805938720703
12,2020-06-17,119.37805666942766,121.88121847742624,117.51207443298306,9071758,117.83065032958984
13,2020-06-18,117.42105440002024,127.16062745226517,116.64734422233607,34586616,125.24913024902344
14,2020-06-19,127.43369625348645,127.43369625348645,123.06453817553277,17468335,124.93053436279297
15,2020-06-22,124.93053798466705,131.0291479900552,124.79400743324841,19716275,130.75607299804688
16,2020-06-23,131.93938201136552,133.57781799113516,130.34646084281707,10955603,130.93812561035156
17,2020-06-24,132.62205162106852,133.30473206581237,128.11636346359305,10639459,128.8445587158203
18,2020-06-25,127.7522819763603,130.75606503807924,125.93180065935721,33546602,127.79778289794922
19,2020-06-26,128.25291484328054,130.16442595493064,127.06961299139107,8095985,129.34521484375
20,2020-06-29,127.93432531478719,128.20740028586977,122.10877685864912,14575190,122.74595642089844
21,2020-06-30,124.11132618398821,124.83950763959427,120.47036334927402,9576074,120.92548370361328
