,Date,Open,High,Low,Volume,Close
0,2020-06-01,181.69097829341231,185.5327029588203,179.8831078626321,28508405,181.28421020507812
1,2020-06-02,182.50451704865162,182.50451704865162,177.80405662080253,22631373,178.3012237548828
2,2020-06-03,180.78705098956777,181.60058720183787,176.80974138498024,18979188,177.80406188964844
3,2020-06-04,178.75318374281372,183.04687589339966,176.26736197142188,21996048,180.92262268066406
4,2020-06-05,182.41413453349375,182.59491882324218,179.56673024636692,14629659,180.78704833984375
5,2020-06-08,183.40845606641156,184.08640750154066,178.0752436272455,19551313,178.6627960205078
6,2020-06-09,179.20516852467728,186.39145121259864,178.66280184171964,39914264,179.43115234375
7,2020-06-10,180.28988279167663,183.63444045693072,179.2503627717184,27199665,179.92831420898438
8,2020-06-11,180.78705972993083,181.91697885324288,175.00187933575626,19847133,175.5894317626953
9,2020-06-12,170.79856400903975,176.44815936388332,169.80424350236171,22562768,175.27304077148438
10,2020-06-15,175.2730381768331,175.3182376975942,168.40313860281617,24462536,169.2166748046875
11,2020-06-16,172.4708390062159,172.60642376910215,164.42580744635464,27636105,167.22801208496094
12,2020-06-17,166.32409719040385,167.22803250122126,163.34110790611476,24027295,163.79307556152344
13,2020-06-18,163.7930727933456,169.4878679138423,163.34110514557537,28887489,168.67433166503906
14,2020-06-19,169.1262986114475,169.89463533369585,165.96252509017586,30531449,166.36929321289062
15,2020-06-22,168.58391488564982,169.48785008610906,165.5557264469287,31395991,167.22801208496094
16,2020-06-23,167.58960174122166,169.4878714182898,167.0020493041549,26546793,167.9963836669922
17,2020-06-24,169.39744511584453,175.99617460667213,168.26752615484517,54652978,173.4199676513672
18,2020-06-25,173.78155033897764,183.95082181525072,173.23918367639354,75574255,182.68531799316406
19,2020-06-26,186.21065368356318,189.28402788737134,174.73067924904166,71956002,176.44815063476562
20,2020-06-29,183.0468837027314,183.49885131681222,177.35208900672168,91503336,178.3012237548828
21,2020-06-30,180.24469678630206,180.24469678630206,175.36345158914827,41210494,175.9510040283203
