,Date,Open,High,Low,Volume,Close
0,2020-06-01,891.731775955599,971.625385264921,891.731775955599,9822341,951.6768188476562
1,2020-06-02,951.6768758716196,976.5877797634776,939.2213633502967,4518557,968.7969360351562
2,2020-06-03,981.5500552779429,997.4295303886073,972.3201224849473,4194237,976.93505859375
3,2020-06-04,962.792415334827,970.087085667076,935.2514502818136,5293647,963.9337768554688
4,2020-06-05,969.6404224634257,987.5048314750343,959.7157507903097,3136137,983.4853515625
5,2020-06-08,1001.3993945907964,1042.0905493759526,998.471604265567,7033675,1017.2788696289062
6,2020-06-09,1029.188453502179,1039.1131251849388,981.7981462170017,17283990,989.5889892578125
7,2020-06-10,989.5890613348549,1001.3498344807582,963.5367962700856,5971985,969.8886108398438
8,2020-06-11,968.6479744990144,968.6479744990144,941.9505829389163,4955842,944.0844116210938
9,2020-06-12,903.1947739706543,977.3816980516483,894.2129578190704,6968318,970.335205078125
10,2020-06-15,972.5682485781643,979.1185078937566,937.8815076867354,3823415,941.2559204101562
11,2020-06-16,957.7308500880855,962.6931860989047,926.6170275304061,2976379,950.8331909179688
12,2020-06-17,947.8062335971979,965.5217499635952,938.6259114393193,2372940,955.7459716796875
13,2020-06-18,950.8828227209369,973.1141127601998,946.466392036138,2118941,968.6480102539062
14,2020-06-19,972.6178475470164,987.4552441731433,965.6705772073949,2817395,968.4990844726562
15,2020-06-22,971.6254094558567,980.5576144457472,961.2541148802945,1840153,972.1216430664062
16,2020-06-23,974.1066066884147,1000.4069888353764,974.1066066884147,2929867,991.722900390625
17,2020-06-24,1002.3918764567419,1018.2713517273437,977.7290906572447,3451720,980.756103515625
18,2020-06-25,977.5802438134788,986.5124490869014,966.2164816561011,2214883,970.2359619140625
19,2020-06-26,980.5575866565603,982.4432985533635,954.6542171501412,2514103,958.9218139648438
20,2020-06-29,957.6316246822797,964.2811064562188,927.9568311977775,3422997,950.2377319335938
21,2020-06-30,957.7309106174379,964.628570223492,939.2710437206689,1947529,942.6950073242188
