,Date,Open,High,Low,Volume,Close
0,2020-06-01,2730.0,2790.0,2725.449951171875,1008549,2758.300048828125
1,2020-06-02,2759.89990234375,2814.25,2726.199951171875,1283507,2796.10009765625
2,2020-06-03,2825.0,2876.5,2770.10009765625,750002,2783.39990234375
3,2020-06-04,2778.0,2833.199951171875,2756.0,709462,2817.25
4,2020-06-05,2842.0,2842.89990234375,2762.0,723898,2776.300048828125
5,2020-06-08,2800.0,2814.0,2745.0,727119,2801.050048828125
6,2020-06-09,2805.10009765625,2814.60009765625,2766.0,619517,2791.14990234375
7,2020-06-10,2790.199951171875,2803.949951171875,2703.35009765625,687626,2717.199951171875
8,2020-06-11,2717.199951171875,2758.0,2703.39990234375,661173,2718.550048828125
9,2020-06-12,2610.25,2799.050048828125,2610.25,895700,2782.14990234375
10,2020-06-15,2774.0,2774.0,2707.949951171875,517425,2728.550048828125
11,2020-06-16,2764.0,2786.949951171875,2702.85009765625,611383,2718.449951171875
12,2020-06-17,2718.449951171875,2737.800048828125,2674.199951171875,600388,2689.449951171875
13,2020-06-18,2689.449951171875,2697.14990234375,2646.14990234375,579578,2678.35009765625
14,2020-06-19,2690.0,2710.0,2655.0,929078,2674.35009765625
15,2020-06-22,2690.0,2873.949951171875,2659.550048828125,1872829,2855.75
16,2020-06-23,2890.0,2910.10009765625,2844.949951171875,1089848,2862.14990234375
17,2020-06-24,2899.800048828125,2979.89990234375,2805.64990234375,1616696,2817.25
18,2020-06-25,2789.800048828125,2890.0,2772.699951171875,1341923,2820.449951171875
19,2020-06-26,2853.699951171875,2900.0,2825.0,1227656,2867.60009765625
20,2020-06-29,2825.0,2870.0,2815.0,680236,2859.5
21,2020-06-30,2902.39990234375,2913.449951171875,2815.0,751691,2826.050048828125
