,Date,Open,High,Low,Volume,Close
0,2020-06-01,5639.274171316292,5812.367085782025,5616.380008914222,2340994,5741.95068359375
1,2020-06-02,5746.063751482946,5796.856863856453,5574.953002389851,2110719,5639.37353515625
2,2020-06-03,5678.917817160552,5780.008500816813,5556.023260558823,1652859,5573.86279296875
3,2020-06-04,5607.559522307833,5668.957438114378,5522.32620330492,1642049,5639.47265625
4,2020-06-05,5677.232821639653,5733.42754272567,5620.54304191125,1236658,5694.9736328125
5,2020-06-08,5797.848005129047,5797.848005129047,5650.671863460387,1176769,5683.6748046875
6,2020-06-09,5702.703495311904,5735.409302636424,5569.89809587294,1336806,5611.82080078125
7,2020-06-10,5604.586478973133,5688.82871605761,5564.94307328632,1432292,5625.0029296875
8,2020-06-11,5586.746759196976,5638.283184862799,5352.156720335277,1766481,5377.7763671875
9,2020-06-12,5154.633535473182,5558.30229767927,5154.633535473182,2064628,5512.16748046875
10,2020-06-15,5470.789596459389,5535.210126127842,5342.988982876594,1530562,5426.93408203125
11,2020-06-16,5540.16600869716,5562.514785339816,5351.859829510673,1184933,5453.14892578125
12,2020-06-17,5396.458523808378,5761.624032916368,5396.458523808378,3454833,5675.15185546875
13,2020-06-18,5644.229589003452,5706.66794968953,5590.71099412967,1580214,5663.45654296875
14,2020-06-19,5699.730476057134,5882.090136567395,5656.122731152506,1854589,5844.77587890625
15,2020-06-22,5847.402328843177,5921.733714379319,5754.587302222706,1497563,5843.43798828125
16,2020-06-23,5847.402109832881,5953.646626484543,5810.285779140683,1398070,5834.0224609375
17,2020-06-24,5885.063597330507,5885.063597330507,5678.917886949109,1268449,5704.0419921875
18,2020-06-25,5626.390318942412,5794.67638151984,5600.622105397845,1266203,5710.9296875
19,2020-06-26,5748.293739158249,5758.20459043266,5644.229800776936,1063057,5703.595703125
20,2020-06-29,5678.917667772028,5748.293625318982,5599.630859146939,1102655,5628.0751953125
21,2020-06-30,5698.739332254899,5822.129427361983,5630.800642134716,2015814,5786.251953125
